sender_code,message_text,date,time
VK-BSNLIN-P,Limited-time: Recharge Rs.199 and get extra 1.5GB data on your existing plan.,11-10-2025,18:39:20
VI-VODAFN-P,Top-up Rs.99 to continue enjoying 1GB/day and weekend rollover data.,13-10-2025,23:59:48
AD-YATRA-P,Travel more! Get Rs.40 off on Uber rides for next 14 days.,11-10-2025,18:05:25
VK-BSNLIN-P,Stay connected: Rs.99 pack with 2GB/day + free night calls for 21 days.,11-10-2025,05:53:19
VI-VODAFN-S,"Hello Saanvi, your top-up of Rs.299 has been processed. Balance: Rs.2500.",11-10-2025,18:42:32
VM-ICICIB-P,Personal loan up to Rs.2000 approved instantly with zero processing fees.,12-10-2025,11:41:43
DM-IRCTC-P,Weekend getaway: Rs.60 off on your first 3 bookings this month. Use TRAVEL25.,11-10-2025,13:59:57
VM-SBIBNK-S,"Dear Saanvi, Rs.499 credited to your account 1357 on 20-01-2026. New balance: Rs.2500.",12-10-2025,11:47:45
DM-IRCTC-P,Weekend getaway: Rs.20 off on your first 3 bookings this month. Use TRAVEL25.,12-10-2025,05:05:46
AD-MMTTRV-P,Flat Rs.20 off on domestic flights. Use code RECHARGE50 today!,11-10-2025,15:11:07
AD-YATRA-P,Holiday offer: Rs.25 off on adventure packages. Book now with code FESTIVE10.,12-10-2025,22:38:23
AD-AXISBK-T,Axis Bank OTP: 488629 for your transaction of Rs.10000. Valid for 10 minutes only.,12-10-2025,20:34:03
AX-HDFCBK-S,Rs.299 debited from your a/c ending 3456 on 20-01-2026 at Nykaa. Avl bal: Rs.7500.,11-10-2025,08:09:02
AD-AIRTEL-P,Weekend special: Rs.499 prepaid recharge and get double data for 14 days.,12-10-2025,03:27:04
VK-HDFCBA-P,Get Rs.200 cashback on spending above Rs.1000 with your HDFC card.,13-10-2025,03:58:10
VK-UBERIN-P,Enjoy Rs.30 cashback on train bookings via IRCTC App this week.,12-10-2025,00:46:46
DM-AXISBK-P,Enjoy Rs.300 cashback on your next 3 transactions with Axis Bank card.,12-10-2025,16:46:00
AD-YATRA-P,Holiday offer: Rs.15 off on adventure packages. Book now with code RECHARGE50.,12-10-2025,01:46:48
DM-AXISBK-P,Invest Rs.99 in mutual funds and get Rs.300 bonus instantly.,11-10-2025,21:36:54
VM-ICICIB-P,Personal loan up to Rs.5000 approved instantly with zero processing fees.,12-10-2025,09:19:47
VK-PAYTM-P,Add Rs.299 to your Paytm wallet and get Rs.100 instant cashback.,11-10-2025,05:56:30
VK-UBERIN-P,Enjoy Rs.20 cashback on train bookings via IRCTC App this week.,13-10-2025,12:15:40
VK-HDFCBA-P,Earn Rs.200 on online payments above Rs.2000 with your bank debit card.,13-10-2025,13:28:14
AX-HDFCBK-S,Rs.299 debited from your a/c ending 1357 on 25-11-2025 at Myntra. Avl bal: Rs.1250.,13-10-2025,00:01:38
DM-IRCTC-P,Book hotels now and get Rs.60 off on bookings above Rs.1000. Code: TRAVEL25,12-10-2025,23:06:07
VI-VODAFN-P,Hot deal: Rs.299 recharge + 1GB GB bonus for 14 days. Hurry!,13-10-2025,14:02:03
DM-AXISBK-P,Enjoy Rs.300 cashback on your next 3 transactions with Axis Bank card.,12-10-2025,18:06:36
AX-HDFCBK-S,Rs.249 debited from your a/c ending 5678 on 23-12-2025 at Swiggy. Avl bal: Rs.10000.,11-10-2025,03:20:05
VI-VODAFN-P,Hot deal: Rs.499 recharge + 3GB GB bonus for 28 days. Hurry!,11-10-2025,04:59:20
VK-UBERIN-P,Rs.50 cashback on bus bookings above Rs.2000 this week only.,11-10-2025,07:37:24
VK-BSNLIN-P,Stay connected: Rs.999 pack with 1.5GB/day + free night calls for 28 days.,12-10-2025,14:46:44
VK-BSNLIN-P,Stay connected: Rs.199 pack with 2GB/day + free night calls for 14 days.,13-10-2025,18:33:31
VM-SBIBNK-S,"Dear Saanvi, Rs.99 credited to your account 1234 on 25-11-2025. New balance: Rs.15000.",13-10-2025,16:07:08
AD-AIRTEL-P,Weekend special: Rs.199 prepaid recharge and get double data for 14 days.,13-10-2025,14:18:41
DM-AXISBK-P,Enjoy Rs.500 cashback on your next 3 transactions with Axis Bank card.,11-10-2025,02:01:05
VK-UBERIN-P,Enjoy Rs.10 cashback on train bookings via IRCTC App this week.,13-10-2025,21:48:24
DM-AXISBK-P,Enjoy Rs.100 cashback on your next 3 transactions with Axis Bank card.,11-10-2025,17:03:32
VM-JIOTXT-P,Recharge now: Rs.499 plan valid for 14 days with 1.5GB/day and unlimited calls.,11-10-2025,13:48:58
VM-IRCTCS-S,Train 16317 from HWH to SC on 20-01-2026 booked successfully. PNR: RMJBRT.,13-10-2025,20:47:25
VK-HDFCBA-P,Earn Rs.200 on online payments above Rs.1000 with your bank debit card.,12-10-2025,19:17:46
VK-HDFCBA-P,Get Rs.300 cashback on spending above Rs.5000 with your HDFC card.,11-10-2025,02:42:17
VK-BSNLIN-P,Limited-time: Recharge Rs.299 and get extra 2GB data on your existing plan.,12-10-2025,16:47:10
AD-AIRTEL-P,Special offer! Rs.499 prepaid pack gives 1GB/day + free SMS for 28 days.,11-10-2025,00:24:30
VK-UBERIN-P,Rs.25 cashback on bus bookings above Rs.2000 this week only.,12-10-2025,19:54:36
VM-JIOTXT-P,"Exclusive: Recharge Rs.99 and enjoy 1GB/day, unlimited calls & free roaming.",11-10-2025,03:20:08
VK-UBERIN-P,Enjoy Rs.50 cashback on train bookings via IRCTC App this week.,12-10-2025,22:10:37
AD-AIRTEL-P,Special offer! Rs.249 prepaid pack gives 1GB/day + free SMS for 14 days.,11-10-2025,11:40:50
VK-HDFCBA-P,Get Rs.200 cashback on spending above Rs.5000 with your HDFC card.,13-10-2025,00:44:34
DM-AXISBK-P,Invest Rs.299 in mutual funds and get Rs.300 bonus instantly.,12-10-2025,10:22:01
AD-AIRTEL-S,Recharge of Rs.149 completed for mobile 9876543210. Plan valid up to 25-11-2025.,13-10-2025,18:42:57
DM-IRCTC-P,Limited offer: Rs.10 off on domestic hotels. Book before 28 days end.,13-10-2025,04:43:11
VK-HDFCBA-P,Earn Rs.200 on online payments above Rs.2000 with your bank debit card.,12-10-2025,08:02:34
VK-UBERIN-P,Rs.25 cashback on bus bookings above Rs.5000 this week only.,11-10-2025,20:15:43
VM-SBIBNK-S,"Dear Saanvi, Rs.199 credited to your account 5678 on 23-12-2025. New balance: Rs.2500.",13-10-2025,05:14:51
VM-ICICIB-P,Personal loan up to Rs.1000 approved instantly with zero processing fees.,11-10-2025,14:32:47
VM-JIOTXT-P,Recharge Rs.99 for 56 days and get 1.5GB/day + unlimited calls.,13-10-2025,01:17:36
VM-SBIBNK-S,"Dear Saanvi, Rs.299 credited to your account 9753 on 25-11-2025. New balance: Rs.10000.",12-10-2025,23:27:43
VM-TRVLGO-P,Fly with us: Rs.40 off on selected flights booked today.,13-10-2025,21:56:50
VK-UBERIN-P,Rs.60 cashback on bus bookings above Rs.1000 this week only.,12-10-2025,07:02:19
VK-HDFCBA-P,Get Rs.200 cashback on spending above Rs.5000 with your HDFC card.,13-10-2025,08:20:20
VK-BSNLIN-P,Limited-time: Recharge Rs.299 and get extra 1GB data on your existing plan.,13-10-2025,22:21:41
VK-HDFCBA-P,Get Rs.500 cashback on spending above Rs.5000 with your HDFC card.,11-10-2025,13:27:04
